Name,Cuisine,Before_Image,After_Image,Filename,Reason
"Steak and Company - Covent Garden","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_steak-and-company---covent-gar_london_highres.webp","cuisine_matched_replacement"
"Colonel Saab","indian","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299624946-b28f40a0ca4b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","indian_colonel-saab_london_highres.webp","cuisine_matched_replacement"
"Naroon Fitzrovia","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_naroon-fitzrovia_london_highres.webp","cuisine_matched_replacement"
"Mildreds Victoria","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_mildreds-victoria_london_highres.webp","cuisine_matched_replacement"
"Vegan Yes","korean","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","korean_vegan-yes_london_highres.webp","cuisine_matched_replacement"
"Tendril - A (mostly) Vegan Kitchen & Bar","mediterranean","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_tendril---a-mostly-vegan-kitch_london_highres.webp","cuisine_matched_replacement"
"Gauthier Soho","french","https://images.unsplash.com/photo-1519671482749-fd09be7c511a?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1519671482749-fd09be7c511a?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","french_gauthier-soho_london_highres.webp","cuisine_matched_replacement"
"Studio Gauthier","french","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","french_studio-gauthier_london_highres.webp","cuisine_matched_replacement"
"Unity Diner","mediterranean","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_unity-diner_london_highres.webp","cuisine_matched_replacement"
"Holy Carrot","mediterranean","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_holy-carrot_london_highres.webp","cuisine_matched_replacement"
"KIN Cafe & Restaurant","mediterranean","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_kin-cafe-restaurant_london_highres.webp","cuisine_matched_replacement"
"Mildreds Kings Cross","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_mildreds-kings-cross_london_highres.webp","cuisine_matched_replacement"
"Vegan Planet","mediterranean","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_vegan-planet_london_highres.webp","cuisine_matched_replacement"
"The Ledbury","french","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","french_the-ledbury_london_highres.webp","cuisine_matched_replacement"
"Ekstedt at The Yard","mediterranean","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_ekstedt-at-the-yard_london_highres.webp","cuisine_matched_replacement"
"Restaurant St. Barts","mediterranean","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_restaurant-st-barts_london_highres.webp","cuisine_matched_replacement"
"Kitchen Table","mediterranean","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_kitchen-table_london_highres.webp","cuisine_matched_replacement"
"Hélène Darroze at The Connaught","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_hlne-darroze-at-the-connaught_london_highres.webp","cuisine_matched_replacement"
"Restaurant 1890 by Gordon Ramsay","french","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","french_restaurant-1890-by-gordon-rams_london_highres.webp","cuisine_matched_replacement"
"The Ninth","french","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","french_the-ninth_london_highres.webp","cuisine_matched_replacement"
"HIDE","french","https://images.unsplash.com/photo-1519671482749-fd09be7c511a?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","french_hide_london_highres.webp","cuisine_matched_replacement"
"Frog by Adam Handling Restaurant Covent Garden","french","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1519671482749-fd09be7c511a?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","french_frog-by-adam-handling-restaura_london_highres.webp","cuisine_matched_replacement"
"Scully","french","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","french_scully_london_highres.webp","cuisine_matched_replacement"
"L'ETO Soho","mediterranean","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_leto-soho_london_highres.webp","cuisine_matched_replacement"
"London Night Cafe","mediterranean","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_london-night-cafe_london_highres.webp","cuisine_matched_replacement"
"Old Queen Street Cafe","mediterranean","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_old-queen-street-cafe_london_highres.webp","cuisine_matched_replacement"
"E Pellicci","mediterranean","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_e-pellicci_london_highres.webp","cuisine_matched_replacement"
"Dulce Coffee London","mediterranean","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_dulce-coffee-london_london_highres.webp","cuisine_matched_replacement"
"EL&N London Park Lane","mediterranean","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_eln-london-park-lane_london_highres.webp","cuisine_matched_replacement"
"Monmouth Coffee Company","mediterranean","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_monmouth-coffee-company_london_highres.webp","cuisine_matched_replacement"
"Kiss the Hippo Coffee","mediterranean","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_kiss-the-hippo-coffee_london_highres.webp","cuisine_matched_replacement"
"Kaffeine","mediterranean","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_kaffeine_london_highres.webp","cuisine_matched_replacement"
"Rosslyn Coffee London Wall","mediterranean","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_rosslyn-coffee-london-wall_london_highres.webp","cuisine_matched_replacement"
"Chill House Coffee Shop","mediterranean","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_chill-house-coffee-shop_london_highres.webp","cuisine_matched_replacement"
"Batch Baby","mediterranean","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_batch-baby_london_highres.webp","cuisine_matched_replacement"
"Attendant Coffee Roasters | Fitzrovia","mediterranean","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_attendant-coffee-roasters-fitz_london_highres.webp","cuisine_matched_replacement"
"Coffee Island","mediterranean","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_coffee-island_london_highres.webp","cuisine_matched_replacement"
"Arôme Bakery - Mercer Street","mediterranean","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_arme-bakery---mercer-street_london_highres.webp","cuisine_matched_replacement"
"E5 Bakehouse","mediterranean","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_e5-bakehouse_london_highres.webp","cuisine_matched_replacement"
"Aux pains de papy","mediterranean","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_aux-pains-de-papy_london_highres.webp","cuisine_matched_replacement"
"Chestnut Bakery, Covent Garden","mediterranean","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_chestnut-bakery-covent-garden_london_highres.webp","cuisine_matched_replacement"
"COMMON BREADS","mediterranean","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_common-breads_london_highres.webp","cuisine_matched_replacement"
"Miel Bakery","mediterranean","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_miel-bakery_london_highres.webp","cuisine_matched_replacement"
"TOAD Bakery","mediterranean","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_toad-bakery_london_highres.webp","cuisine_matched_replacement"
"GAIL's Bakery Soho","mediterranean","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_gails-bakery-soho_london_highres.webp","cuisine_matched_replacement"
"Brother Marcus Borough","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_brother-marcus-borough_london_highres.webp","cuisine_matched_replacement"
"Sunday in Brooklyn - Modern American Restaurant Marylebone","mediterranean","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_sunday-in-brooklyn---modern-am_london_highres.webp","cuisine_matched_replacement"
"Eggbreak","mediterranean","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_eggbreak_london_highres.webp","cuisine_matched_replacement"
"Brother Marcus South Kensington","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_brother-marcus-south-kensingto_london_highres.webp","cuisine_matched_replacement"
"Duck & Waffle","mediterranean","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_duck-waffle_london_highres.webp","cuisine_matched_replacement"
"Milk Beach Soho","mediterranean","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_milk-beach-soho_london_highres.webp","cuisine_matched_replacement"
"The Breakfast Club Soho","mediterranean","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_the-breakfast-club-soho_london_highres.webp","cuisine_matched_replacement"
"The Table Café","mediterranean","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_the-table-caf_london_highres.webp","cuisine_matched_replacement"
"The Breakfast Club Seven Dials","mediterranean","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_the-breakfast-club-seven-dials_london_highres.webp","cuisine_matched_replacement"
"Brother Marcus Covent Garden","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_brother-marcus-covent-garden_london_highres.webp","cuisine_matched_replacement"
"The Little Scarlet Door","mediterranean","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_the-little-scarlet-door_london_highres.webp","cuisine_matched_replacement"
"Amazing Grace London Bridge","mediterranean","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_amazing-grace-london-bridge_london_highres.webp","cuisine_matched_replacement"
"Florattica Rooftop London","mediterranean","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_florattica-rooftop-london_london_highres.webp","cuisine_matched_replacement"
"STEREO Covent Garden","mediterranean","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_stereo-covent-garden_london_highres.webp","cuisine_matched_replacement"
"Disrepute - Cocktail Bar in Soho","mediterranean","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_disrepute---cocktail-bar-in-so_london_highres.webp","cuisine_matched_replacement"
"Pulse Bar London","mediterranean","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_pulse-bar-london_london_highres.webp","cuisine_matched_replacement"
"SOMA Soho","mediterranean","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_soma-soho_london_highres.webp","cuisine_matched_replacement"
"Lyaness","mediterranean","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_lyaness_london_highres.webp","cuisine_matched_replacement"
"Bussey Rooftop Bar","mediterranean","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_bussey-rooftop-bar_london_highres.webp","cuisine_matched_replacement"
"Wagtail","mediterranean","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_wagtail_london_highres.webp","cuisine_matched_replacement"
"London Bridge Rooftop Bar","mediterranean","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_london-bridge-rooftop-bar_london_highres.webp","cuisine_matched_replacement"
"Mercer Roof Terrace","mediterranean","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_mercer-roof-terrace_london_highres.webp","cuisine_matched_replacement"
"Miradora Rooftop Restaurant Tequileria","mediterranean","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_miradora-rooftop-restaurant-te_london_highres.webp","cuisine_matched_replacement"
"Aviary","mediterranean","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_aviary_london_highres.webp","cuisine_matched_replacement"
"JOIA Restaurant, Bar & Rooftop","mediterranean","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_joia-restaurant-bar-rooftop_london_highres.webp","cuisine_matched_replacement"
"Pergola on the Wharf","mediterranean","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","mediterranean_pergola-on-the-wharf_london_highres.webp","cuisine_matched_replacement"
"Blacklock Soho","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_blacklock-soho_london_highres.webp","cuisine_matched_replacement"
"Señor Ceviche Peruvian Restaurant Soho","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_seor-ceviche-peruvian-restaura_london_highres.webp","cuisine_matched_replacement"
"Kricket Shoreditch - Kafé, Restaurant & Bar","indian","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","indian_kricket-shoreditch---kaf-resta_london_highres.webp","cuisine_matched_replacement"
"Blacklock Shoreditch","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_blacklock-shoreditch_london_highres.webp","cuisine_matched_replacement"
"Popolo Shoreditch","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_popolo-shoreditch_london_highres.webp","cuisine_matched_replacement"
"SMOKESTAK","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_smokestak_london_highres.webp","cuisine_matched_replacement"
"Camino Shoreditch","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_camino-shoreditch_london_highres.webp","cuisine_matched_replacement"
"34 Mayfair","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_34-mayfair_london_highres.webp","cuisine_matched_replacement"
"Gaia Mayfair","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_gaia-mayfair_london_highres.webp","cuisine_matched_replacement"
"Corrigan's Mayfair","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_corrigans-mayfair_london_highres.webp","cuisine_matched_replacement"
"Hakkasan","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_hakkasan_london_highres.webp","cuisine_matched_replacement"
"Bluebird Chelsea","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","british_bluebird-chelsea_london_highres.webp","cuisine_matched_replacement"
